Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
18.0,Student,Above high school,0.0,18.0,Never,Never,No,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,4.0,50.0,92.0,2.0,0.0,Moderate Accident
15.0,Student,Above high school,4.0,19.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Noon,8.0,50.0,74.0,2.0,0.0,Moderate Accident
27.0,Student,Above high school,0.0,29.0,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Afternoon,3.0,50.0,72.0,3.0,0.0,Moderate Accident
27.0,Student,Above high school,0.0,30.0,Never,Sometimes,Yes,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,7.0,50.0,82.0,3.0,0.0,Moderate Accident
15.0,Student,Above high school,5.0,4.0,Never,Never,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,8.0,50.0,78.0,1.0,0.0,Moderate Accident
22.0,Student,Above high school,3.0,0.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Night,4.0,50.0,99.0,1.0,0.0,Moderate Accident
30.0,Student,Above high school,4.0,43.0,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Afternoon,8.0,60.0,91.0,2.0,0.0,Moderate Accident
22.0,Student,Above high school,4.0,45.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,4.0,60.0,87.0,3.0,0.0,Moderate Accident
25.0,Student,Above high school,5.0,47.0,Regularly,Never,No,Inherited,Yes,New,Village Road,Dry,Foggy,Afternoon,4.0,60.0,105.0,3.0,0.0,Moderate Accident
25.0,Student,Above high school,5.0,26.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,8.0,60.0,103.0,2.0,0.0,Moderate Accident
20.0,Student,Above high school,2.0,1.0,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Morning,2.0,60.0,95.0,3.0,1.0,Moderate Accident
25.0,Student,Above high school,2.0,43.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,5.0,60.0,81.0,3.0,0.0,Moderate Accident
19.0,Student,Above high school,4.0,9.0,Never,Never,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,7.0,60.0,92.0,2.0,0.0,Moderate Accident
28.0,Student,Above high school,5.0,16.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,5.0,60.0,106.0,3.0,0.0,Moderate Accident
26.0,Student,Above high school,4.0,23.0,Regularly,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,7.0,60.0,84.0,2.0,0.0,Moderate Accident
19.0,Student,Above high school,5.0,9.0,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,4.0,60.0,71.0,1.0,0.0,Moderate Accident
25.0,Student,Above high school,0.0,3.0,Never,Never,No,Inherited,Yes,Old,Village Road,Dry,Clear,Morning,8.0,60.0,98.0,2.0,0.0,Moderate Accident
21.0,Student,Above high school,1.0,7.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,5.0,60.0,101.0,1.0,0.0,Moderate Accident
25.0,Student,Above high school,0.0,22.0,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,1.0,60.0,106.0,2.0,0.0,Moderate Accident
22.0,Student,Above high school,1.0,18.0,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,5.0,60.0,81.0,3.0,0.0,Moderate Accident
16.0,Student,Above high school,1.0,1.0,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Foggy,Noon,1.0,60.0,66.0,3.0,0.0,Moderate Accident
21.0,Student,Above high school,2.0,10.0,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Afternoon,6.0,60.0,91.0,2.0,0.0,Moderate Accident
27.0,Student,Above high school,2.0,22.0,Never,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Evening,7.0,60.0,101.0,3.0,0.0,Moderate Accident
20.0,Student,Above high school,2.0,2.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Morning,1.0,60.0,84.0,3.0,0.0,Moderate Accident
15.0,Student,Above high school,1.0,17.0,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,2.0,60.0,84.0,2.0,0.0,Moderate Accident
19.0,Student,Above high school,5.0,7.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,3.0,60.0,77.0,1.0,0.0,Moderate Accident
19.0,Student,Above high school,2.0,42.0,Regularly,Never,No,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,8.0,60.0,65.0,1.0,0.0,Moderate Accident
28.0,Student,Above high school,0.0,15.0,Never,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Noon,5.0,60.0,86.0,3.0,0.0,Moderate Accident
30.0,Student,Above high school,2.0,42.0,Never,Never,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,5.0,60.0,109.0,2.0,0.0,Moderate Accident
19.0,Student,Above high school,4.0,4.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,8.0,60.0,115.0,1.0,0.0,Moderate Accident
20.0,Student,Above high school,1.0,1.0,Never,Never,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,4.0,60.0,91.0,2.0,0.0,Moderate Accident
29.0,Student,Above high school,4.0,45.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Night,8.0,60.0,71.0,1.0,1.0,Moderate Accident
21.0,Student,Above high school,3.0,14.0,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Afternoon,4.0,60.0,97.0,3.0,0.0,Moderate Accident
26.0,Student,Above high school,2.0,35.0,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Noon,7.0,60.0,67.0,2.0,0.0,Moderate Accident
22.0,Student,Above high school,1.0,22.0,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,1.0,60.0,80.0,3.0,0.0,Moderate Accident
30.0,Student,Above high school,3.0,30.0,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Evening,1.0,60.0,74.0,1.0,0.0,Moderate Accident
16.0,Student,Above high school,5.0,16.0,Never,Never,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Morning,8.0,60.0,72.0,3.0,0.0,Moderate Accident
29.0,Student,Above high school,2.0,42.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,4.0,60.0,67.0,2.0,0.0,Moderate Accident
27.0,Student,Above high school,2.0,41.0,Regularly,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Foggy,Night,3.0,60.0,78.0,3.0,0.0,Moderate Accident
28.0,Student,Above high school,0.0,10.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7.0,60.0,110.0,1.0,0.0,Moderate Accident
18.0,Student,Above high school,5.0,3.0,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,3.0,60.0,89.0,1.0,0.0,Moderate Accident
28.0,Student,Above high school,2.0,46.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,4.0,60.0,92.0,1.0,0.0,Moderate Accident
28.0,Student,Above high school,4.0,18.0,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Morning,5.0,60.0,112.0,3.0,0.0,Moderate Accident
17.0,Student,Above high school,2.0,39.0,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Afternoon,7.0,60.0,120.0,3.0,0.0,Moderate Accident
29.0,Student,Above high school,0.0,39.0,Regularly,Never,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,1.0,60.0,101.0,3.0,0.0,Moderate Accident
16.0,Student,Above high school,2.0,45.0,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,7.0,60.0,103.0,2.0,0.0,Moderate Accident
22.0,Student,Above high school,3.0,44.0,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Noon,5.0,60.0,93.0,3.0,0.0,Moderate Accident
23.0,Student,Above high school,4.0,21.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,7.0,60.0,70.0,3.0,0.0,Moderate Accident
16.0,Student,Above high school,1.0,43.0,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,4.0,60.0,89.0,2.0,0.0,Moderate Accident
28.0,Student,Above high school,4.0,45.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,5.0,60.0,112.0,3.0,0.0,Moderate Accident
27.0,Student,Above high school,2.0,20.0,Regularly,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,1.0,60.0,91.0,2.0,0.0,Moderate Accident
20.0,Student,Above high school,3.0,37.0,Never,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,1.0,60.0,86.0,3.0,0.0,Moderate Accident
27.0,Student,Above high school,5.0,32.0,Never,Never,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,5.0,60.0,66.0,1.0,0.0,Moderate Accident
27.0,Student,Above high school,5.0,23.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Noon,8.0,60.0,102.0,2.0,0.0,Moderate Accident
16.0,Student,Above high school,2.0,0.0,Never,Never,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,1.0,60.0,89.0,3.0,0.0,Moderate Accident
20.0,Student,Above high school,2.0,36.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,5.0,60.0,120.0,2.0,0.0,Moderate Accident
25.0,Student,Above high school,2.0,43.0,Regularly,Never,No,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,4.0,60.0,84.0,2.0,0.0,Moderate Accident
21.0,Student,Above high school,3.0,45.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,8.0,60.0,84.0,2.0,1.0,Moderate Accident
21.0,Student,Above high school,0.0,8.0,Never,Never,No,Inherited,Yes,New,Village Road,Dry,Clear,Afternoon,5.0,60.0,103.0,1.0,0.0,Moderate Accident
30.0,Student,Above high school,2.0,25.0,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Foggy,Noon,3.0,60.0,70.0,2.0,0.0,Moderate Accident
15.0,Student,Above high school,1.0,14.0,Never,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,5.0,60.0,78.0,3.0,0.0,Moderate Accident
24.0,Student,Above high school,3.0,46.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Evening,3.0,60.0,101.0,3.0,0.0,Moderate Accident
28.0,Student,Above high school,2.0,24.0,Regularly,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,8.0,60.0,100.0,1.0,0.0,Moderate Accident
25.0,Student,Above high school,2.0,21.0,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,5.0,60.0,67.0,1.0,0.0,Moderate Accident
26.0,Student,Above high school,3.0,34.0,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Night,7.0,60.0,105.0,2.0,0.0,Moderate Accident
25.0,Student,Above high school,5.0,1.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,5.0,60.0,65.0,2.0,0.0,Moderate Accident
29.0,Student,Above high school,4.0,49.0,Never,Never,No,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,7.0,60.0,86.0,2.0,1.0,Moderate Accident
19.0,Student,Above high school,1.0,7.0,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,4.0,60.0,83.0,3.0,1.0,Moderate Accident
30.0,Student,Above high school,0.0,15.0,Regularly,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Morning,6.0,60.0,104.0,3.0,1.0,Moderate Accident
29.0,Student,Above high school,5.0,30.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,6.0,60.0,66.0,2.0,0.0,Moderate Accident
18.0,Student,Above high school,1.0,46.0,Never,Never,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,7.0,60.0,65.0,3.0,0.0,Moderate Accident
29.0,Student,Above high school,1.0,44.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,2.0,60.0,66.0,2.0,0.0,Moderate Accident
18.0,Student,Above high school,4.0,18.0,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Noon,3.0,60.0,65.0,1.0,0.0,Moderate Accident
25.0,Student,Above high school,5.0,12.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,6.0,60.0,90.0,2.0,0.0,Moderate Accident
25.0,Student,Above high school,4.0,50.0,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Evening,6.0,60.0,88.0,3.0,0.0,Moderate Accident
24.0,Student,Above high school,2.0,14.0,Never,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Morning,7.0,60.0,72.0,3.0,0.0,Moderate Accident
22.0,Student,Above high school,3.0,12.0,Never,Never,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,4.0,60.0,106.0,2.0,0.0,Moderate Accident
25.0,Student,Above high school,4.0,17.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,5.0,60.0,74.0,3.0,0.0,Moderate Accident
15.0,Student,Above high school,0.0,10.0,Never,Never,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,7.0,60.0,106.0,1.0,0.0,Moderate Accident
16.0,Student,Above high school,4.0,31.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,3.0,60.0,70.0,1.0,0.0,Moderate Accident
19.0,Student,Above high school,2.0,43.0,Regularly,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,8.0,60.0,84.0,3.0,0.0,Moderate Accident
28.0,Student,Above high school,4.0,7.0,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Morning,6.0,60.0,104.0,2.0,0.0,Moderate Accident
21.0,Student,Above high school,3.0,11.0,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,3.0,60.0,96.0,2.0,0.0,Moderate Accident
27.0,Student,Above high school,0.0,50.0,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Foggy,Night,8.0,60.0,99.0,3.0,0.0,Moderate Accident
20.0,Student,Above high school,3.0,39.0,Never,Never,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,1.0,60.0,70.0,2.0,0.0,Moderate Accident
15.0,Student,Above high school,2.0,3.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Noon,4.0,60.0,73.0,2.0,0.0,Moderate Accident
30.0,Student,Above high school,5.0,31.0,Regularly,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,2.0,60.0,91.0,2.0,0.0,Moderate Accident
15.0,Student,Above high school,0.0,36.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,1.0,60.0,68.0,1.0,0.0,Moderate Accident
26.0,Student,Above high school,4.0,43.0,Never,Never,No,Inherited,Yes,New,Village Road,Dry,Clear,Morning,1.0,60.0,68.0,3.0,0.0,Moderate Accident
22.0,Student,Above high school,1.0,5.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6.0,60.0,114.0,3.0,1.0,Moderate Accident
27.0,Student,Above high school,3.0,7.0,Never,Never,No,Inherited,No,New,Village Road,Wet,Rainy,Night,8.0,60.0,119.0,3.0,1.0,Moderate Accident
26.0,Student,Above high school,1.0,6.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,4.0,60.0,88.0,2.0,0.0,Moderate Accident
19.0,Student,Above high school,2.0,30.0,Regularly,Never,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,8.0,60.0,112.0,3.0,0.0,Moderate Accident
18.0,Student,Above high school,2.0,28.0,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,1.0,60.0,79.0,3.0,0.0,Moderate Accident
26.0,Student,Above high school,4.0,15.0,Never,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,1.0,60.0,96.0,3.0,0.0,Moderate Accident
24.0,Student,Above high school,3.0,0.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,1.0,60.0,76.0,1.0,0.0,Moderate Accident
22.0,Student,Above high school,4.0,25.0,Never,Never,No,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,5.0,60.0,77.0,1.0,1.0,Moderate Accident
17.0,Student,Above high school,4.0,37.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,8.0,60.0,103.0,2.0,0.0,Moderate Accident
16.0,Student,Above high school,4.0,15.0,Regularly,Never,No,Inherited,Yes,New,Village Road,Dry,Foggy,Noon,3.0,60.0,98.0,1.0,0.0,Moderate Accident
20.0,Student,Above high school,5.0,42.0,Never,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,4.0,60.0,81.0,3.0,0.0,Moderate Accident
30.0,Student,Above high school,1.0,44.0,Never,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,1.0,60.0,82.0,3.0,0.0,Moderate Accident
19.0,Student,Above high school,1.0,24.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Morning,4.0,60.0,78.0,2.0,0.0,Moderate Accident
25.0,Student,Above high school,1.0,22.0,Never,Never,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,4.0,60.0,109.0,3.0,0.0,Moderate Accident
26.0,Student,Above high school,4.0,2.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Night,8.0,60.0,101.0,2.0,0.0,Moderate Accident
26.0,Student,Above high school,3.0,32.0,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Afternoon,4.0,60.0,72.0,3.0,0.0,Moderate Accident
16.0,Student,Above high school,4.0,43.0,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,4.0,60.0,79.0,1.0,0.0,Moderate Accident
29.0,Student,Above high school,4.0,38.0,Never,Never,No,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,8.0,60.0,104.0,2.0,0.0,Moderate Accident
22.0,Student,Above high school,0.0,24.0,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Foggy,Morning,6.0,60.0,86.0,1.0,0.0,Moderate Accident
17.0,Student,Above high school,4.0,26.0,Never,Never,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,2.0,60.0,83.0,2.0,0.0,Moderate Accident
30.0,Student,Above high school,5.0,47.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,6.0,60.0,114.0,3.0,0.0,Moderate Accident
29.0,Student,Above high school,2.0,15.0,Regularly,Never,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,3.0,60.0,119.0,1.0,0.0,Moderate Accident
27.0,Student,Above high school,0.0,28.0,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Noon,7.0,60.0,112.0,2.0,0.0,Moderate Accident
28.0,Student,Above high school,2.0,1.0,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,1.0,60.0,83.0,2.0,0.0,Moderate Accident
30.0,Student,Above high school,4.0,38.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Evening,3.0,60.0,97.0,1.0,0.0,Moderate Accident
21.0,Student,Above high school,1.0,24.0,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Morning,1.0,60.0,100.0,3.0,0.0,Moderate Accident
15.0,Student,Above high school,3.0,43.0,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,7.0,60.0,88.0,1.0,0.0,Moderate Accident
30.0,Student,Above high school,1.0,16.0,Regularly,Never,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Night,2.0,60.0,82.0,2.0,0.0,Moderate Accident
25.0,Student,Above high school,5.0,5.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7.0,60.0,107.0,3.0,0.0,Moderate Accident
29.0,Student,Above high school,5.0,28.0,Never,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Noon,7.0,60.0,116.0,1.0,0.0,Moderate Accident
17.0,Student,Above high school,5.0,1.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6.0,60.0,119.0,3.0,0.0,Moderate Accident
29.0,Student,Above high school,0.0,36.0,Never,Never,No,Inherited,No,New,Village Road,Wet,Rainy,Morning,2.0,60.0,90.0,1.0,0.0,Moderate Accident
22.0,Student,Above high school,2.0,19.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,2.0,60.0,81.0,1.0,0.0,Moderate Accident
23.0,Student,Above high school,4.0,4.0,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Night,5.0,60.0,68.0,2.0,0.0,Moderate Accident
18.0,Student,Above high school,4.0,49.0,Never,Sometimes,Yes,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4.0,60.0,92.0,2.0,0.0,Moderate Accident
15.0,Student,Above high school,1.0,50.0,Never,Never,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,5.0,60.0,71.0,3.0,0.0,Moderate Accident
15.0,Student,Above high school,4.0,23.0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,2.0,60.0,80.0,3.0,0.0,Moderate Accident
24.0,Student,Above high school,3.0,0.0,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Evening,5.0,60.0,110.0,2.0,0.0,Moderate Accident
21.0,Student,Above high school,1.0,42.0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,3.0,60.0,93.0,3.0,1.0,Moderate Accident
16.0,Student,Above high school,1.0,25.0,Regularly,Never,No,Inherited,Yes,New,Village Road,Dry,Foggy,Afternoon,5.0,60.0,92.0,3.0,0.0,Moderate Accident
26.0,Student,Above high school,1.0,22.0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,8.0,60.0,79.0,2.0,0.0,Moderate Accident
23.0,Student,Above high school,3.0,18.0,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,4.0,60.0,67.0,2.0,0.0,Moderate Accident
26.0,Student,Above high school,4.0,37.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,6.0,60.0,71.0,1.0,0.0,Moderate Accident
21.0,Student,Above high school,4.0,19.0,Never,Never,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7.0,60.0,91.0,1.0,0.0,Moderate Accident
30.0,Student,Above high school,5.0,37.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Morning,1.0,60.0,70.0,3.0,0.0,Moderate Accident
28.0,Student,Above high school,3.0,34.0,Regularly,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1.0,60.0,89.0,1.0,0.0,Moderate Accident
